url,path,kind,action,cluster,issues,title,h1_count,rationale
https://moonn.ru/psiholog-moskva-online,/psiholog-moskva-online,service,public_core,private_practice,"duplicate_description, duplicate_title, images_missing_alt, robots_txt_blocked",Татьяна Мунн - психолог МГУ в Москве | Быстрая психология | Консультации,0,Core commercial search lane for consultations and adult states.
https://moonn.ru/psiholog-tatiana-moonn,/psiholog-tatiana-moonn,other,public_core,private_practice,images_missing_alt,"Психолог Татьяна Мунн в Москве и онлайн | консультации, отзывы, запись",0,Core commercial search lane for consultations and adult states.
https://moonn.ru/psiholog_moskva,/psiholog_moskva,service,review,unassigned_public,"images_missing_alt, missing_h1",Психолог в Москве: психолог МГУ Татьяна Мунн,0,Open URL needs manual cluster decision.
https://moonn.ru/psihology,/psihology,other,review,unassigned_public,"images_missing_alt, missing_h1",Психологическая помощь в Москве и онлайн | психолог Татьяна Мунн,0,Open URL needs manual cluster decision.
https://moonn.ru/psy4psy,/psy4psy,other,deindex_or_archive,offtopic_wellness_archive,images_missing_alt,Психолог для психолога | психолог Татьяна Мунн,0,Weakens psychology/EI entity; move out of main index unless rewritten with evidence and boundaries.
https://moonn.ru/psychoanalys,/psychoanalys,other,deindex_or_archive,offtopic_wellness_archive,images_missing_alt,Психоанализ | психолог Татьяна Мунн,0,Weakens psychology/EI entity; move out of main index unless rewritten with evidence and boundaries.
https://moonn.ru/psypodgotovka1,/psypodgotovka1,other,public_core,teen_exam_family,images_missing_alt,Психологическая подготовка к ОГЭ и ЕГЭ — Татьяна Мунн,0,"Core lane for adolescents, exams, parents and study stress."
https://moonn.ru/recomend,/recomend,other,review,unassigned_public,images_missing_alt,Рекомендации и материалы Татьяны Мунн | психолог Татьяна Мунн,0,Open URL needs manual cluster decision.
https://moonn.ru/salt,/salt,other,deindex_or_archive,offtopic_wellness_archive,"images_missing_alt, missing_h1",Соль и самочувствие | психолог Татьяна Мунн,0,Weakens psychology/EI entity; move out of main index unless rewritten with evidence and boundaries.
https://moonn.ru/samoocenka-i-uverennost,/samoocenka-i-uverennost,other,public_core,private_practice,"duplicate_description, images_missing_alt, long_title, missing_h1","Низкая самооценка и неуверенность в себе. Помощь психолога - Татьяна Мунн (высокий рейтинг, быстрые результаты).",0,Core commercial search lane for consultations and adult states.
https://moonn.ru/schematherapy,/schematherapy,other,deindex_or_archive,offtopic_wellness_archive,"images_missing_alt, missing_h1",Схематерапия | психолог Татьяна Мунн,0,Weakens psychology/EI entity; move out of main index unless rewritten with evidence and boundaries.
https://moonn.ru/selfharm,/selfharm,other,review,unassigned_public,"images_missing_alt, missing_h1",Самоповреждение у подростков | психолог Татьяна Мунн,0,Open URL needs manual cluster decision.
https://moonn.ru/semeynie_konflikti_article,/semeynie_konflikti_article,article,public_support,private_practice_support,"images_missing_alt, missing_h1",Семейные конфликты | Татьяна Мунн,0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/semeyniy_psiholog,/semeyniy_psiholog,service,public_support,private_practice_support,"images_missing_alt, missing_h1",Семейный психолог: психолог МГУ Татьяна Мунн,0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/seminar555,/seminar555,other,review,unassigned_public,"images_missing_alt, missing_h1",Семинар по методу Быстрая психология | психолог Татьяна Мунн,0,Open URL needs manual cluster decision.
https://moonn.ru/shkolapsihologii,/shkolapsihologii,other,public_support,trust_entity,"images_missing_alt, long_description, long_title, missing_h1","Летний Городской Лагерь в Москве (13-17 лет) - Школа ПРАКТИЧЕСКОЙ Психологии для ПОДРОСТКОВ, 12-16 августа с 10.00 до 18.00",0,"Supports brand, proof, events, reviews and entity consistency."
https://moonn.ru/shppp333,/shppp333,other,review,unassigned_public,images_missing_alt,Школа практической психологии для подростков | психолог Татьяна Мунн,0,Open URL needs manual cluster decision.
https://moonn.ru/speaker,/speaker,lecture_or_events,public_core,emotional_intelligence_leadership,images_missing_alt,Татьяна Мунн как спикер — психология и эмоциональный интеллект,0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/st1,/st1,test_or_staging,redirect_or_deindex,closed_or_opaque,"duplicate_description, images_missing_alt, missing_h1, opaque_or_test_slug","онлайн-тренинг ""Среда Трансформации"". психолог Татьяна Мунн",0,Opaque/test URL; do not use for positioning.
https://moonn.ru/st2,/st2,test_or_staging,redirect_or_deindex,closed_or_opaque,"duplicate_description, images_missing_alt, long_title, missing_h1, opaque_or_test_slug","онлайн-тренинг ""Среда Трансформации"" стартует 31 декабря 2025 года. Автор и ведущий психолог Татьяна Мунн",0,Opaque/test URL; do not use for positioning.
https://moonn.ru/tatiana_moonn369,/tatiana_moonn369,other,review,unassigned_public,"duplicate_description, images_missing_alt, missing_h1","Татьяна Мунн - психолог в Москве (высокий рейтинг, быстрые результаты)",0,Open URL needs manual cluster decision.
https://moonn.ru/test77,/test77,test_or_staging,redirect_or_deindex,closed_or_opaque,"duplicate_description, images_missing_alt, opaque_or_test_slug, short_description",БАЗА - ВАЖНО - тестовая страница,0,Opaque/test URL; do not use for positioning.
https://moonn.ru/trauma,/trauma,other,public_support,private_practice_support,images_missing_alt,Психологическая травма | психолог Татьяна Мунн,0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/trevozhnost,/trevozhnost,other,public_core,private_practice,"duplicate_description, images_missing_alt, long_title, missing_h1","Тревожность. помощь психолога - Татьяна Мунн (высокий рейтинг, быстрые результаты).",0,Core commercial search lane for consultations and adult states.
https://moonn.ru/uslugi_aerofobia,/uslugi_aerofobia,service,public_support,private_practice_support,"images_missing_alt, multiple_h1",Аэрофобия Консультации по страху полётов (аэрофобия): психолог МГУ,0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/uslugi_depression,/uslugi_depression,service,public_support,private_practice_support,"images_missing_alt, multiple_h1",Депрессивное состояние: понимание и преодоление: психолог МГУ,0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/uslugi_fin_blocks,/uslugi_fin_blocks,service,public_support,private_practice_support,images_missing_alt,Проработка финансовых блоков: психолог МГУ Татьяна Мунн,0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/uslugi_gtr,/uslugi_gtr,service,public_support,private_practice_support,"images_missing_alt, multiple_h1",Тревожные расстройства: когда тревога становится болезнью: психолог,0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/uslugi_konflikti_na_rabote,/uslugi_konflikti_na_rabote,service,public_support,private_practice_support,images_missing_alt,"Проработка внутренних конфликтов, связанных с работой: психолог МГУ",0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/uslugi_lubovnaya_zavisimost,/uslugi_lubovnaya_zavisimost,service,public_support,private_practice_support,"images_missing_alt, multiple_h1",Любовные зависимости и привязанности: психолог МГУ Татьяна Мунн,0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/uslugi_obida_na_roditelei,/uslugi_obida_na_roditelei,service,public_support,private_practice_support,"images_missing_alt, multiple_h1","Обида на родителей - негативные чувства, связанные с детством",0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/uslugi_otnosheniya_v_kollektive,/uslugi_otnosheniya_v_kollektive,service,public_support,private_practice_support,"images_missing_alt, multiple_h1",Налаживание отношений в коллективе: психолог МГУ Татьяна Мунн,0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/uslugi_podrostki,/uslugi_podrostki,service,public_core,teen_exam_family,images_missing_alt,Психологическая консультация для подростков от 12 лет: психолог МГУ,0,"Core lane for adolescents, exams, parents and study stress."
https://moonn.ru/uslugi_procrastination,/uslugi_procrastination,service,public_support,private_practice_support,"images_missing_alt, multiple_h1",Прокрастинация: Почему мы откладываем дела на потом и как перестать,0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/uslugi_razvod,/uslugi_razvod,service,public_support,private_practice_support,"images_missing_alt, multiple_h1","Помощь при расставании, измене, разводе: психолог МГУ Татьяна Мунн",0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/uslugi_sohranit_brak,/uslugi_sohranit_brak,service,public_support,private_practice_support,"images_missing_alt, multiple_h1","Как сохранить брак: преодоление кризисов, восстановление доверия и",0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/vacuum_cups,/vacuum_cups,other,deindex_or_archive,offtopic_wellness_archive,"images_missing_alt, missing_h1",Вакуумные банки и самочувствие | психолог Татьяна Мунн,0,Weakens psychology/EI entity; move out of main index unless rewritten with evidence and boundaries.
https://moonn.ru/vecherinka369,/vecherinka369,other,review,unassigned_public,"images_missing_alt, long_title","Психологическая ВЕЧЕРИНКА ""Среда Трансформации"" 22.10.2025. Психолог Татьяна Мунн",0,Open URL needs manual cluster decision.
https://moonn.ru/vigoranie_article,/vigoranie_article,article,public_support,private_practice_support,images_missing_alt,Выгорание на работе | Татьяна Мунн,0,Supporting page; should link to the private-practice pillar and avoid medical overclaims.
https://moonn.ru/vospitanie_article,/vospitanie_article,article,public_core,teen_exam_family,"images_missing_alt, missing_h1",Воспитание ребенка | Татьяна Мунн,0,"Core lane for adolescents, exams, parents and study stress."
https://moonn.ru/vystupleniya-lekcii-treningi-psiholog-tatiana-moonn,/vystupleniya-lekcii-treningi-psiholog-tatiana-moonn,lecture_or_events,public_core,emotional_intelligence_leadership,images_missing_alt,"Выступления, лекции и тренинги Татьяны Мунн — психология и",0,"Core authority lane for EI, leadership, speaking and soft skills."
https://moonn.ru/water,/water,other,deindex_or_archive,offtopic_wellness_archive,images_missing_alt,Вода и психоэмоциональное состояние | психолог Татьяна Мунн,0,Weakens psychology/EI entity; move out of main index unless rewritten with evidence and boundaries.
